No,Nama Sekolah,BP,Status,siswa_total,jumlah_guru,staf_total,jumlah_ruangan,daya_listrik,wilayah_total,skor_akreditasi,Lintang,Bujur
7622,SMP NEGERI 6 BIRINGBULUSATAP KARAMASA,SMP,Negeri,62,8,0,4,1300,1392,97,5288275,11973446
7623,SMP NEGERI 7 BIRINGBULU/SATAP LEMBANGLEMBANG,SMP,Negeri,17,7,0,4,1300,4507,75,5281735,119748676
7624,SMP NEGERI 8 BIRINGBULUSATAP TANABERU,SMP,Negeri,156,8,0,8,900,1705,95,5295046,119741546
7625,SMP NEGERI 1 BAJENG BARAT,SMP,Negeri,459,25,10,29,5500,4251,71,5281017,119738039
7626,SMP NEGERI 2 BAJENG BARAT,SMP,Negeri,332,23,6,17,1300,2841,85,5282887,119736464
7627,SMP PGRI BAJENG,SMP,Swasta,61,4,2,7,2200,3610,91,528795,119744878
7628,SMP NEGERI 1 MANUJU,SMP,Negeri,128,13,7,9,1300,2266,75,5285716,119734053
7629,SMP NEGERI 2 MANUJU,SMP,Negeri,172,11,3,9,3500,4890,93,5287606,119743802
7630,SMP NEGERI 3 MANUJUSATAP TASSESE,SMP,Negeri,76,12,3,6,2200,1764,98,5296031,119746739
7631,SMP NEGERI 4 MANUJUSATAP CONGGORO,SMP,Negeri,48,6,0,5,5500,784,79,5293513,119741923
7632,SMP NEGERI 5 MANUJUSATAP TANAKARAENG,SMP,Negeri,79,7,0,2,3500,2589,76,528954,119733801
7633,SMP ISLAM DARUSSALAM MANUJU,SMP,Swasta,0,3,3,0,900,3753,88,5276461,119732641
7634,SMPIT YUHANA FOUR DALLE,SMP,Swasta,126,5,1,9,3500,1427,91,5288146,119741086
7635,SMP NEGERI 1 BONTONOMPO SELATAN,SMP,Negeri,285,21,5,27,2200,1836,99,5281154,119744592
7636,SMP NEGERI 2 BONTONOMPO SELATAN,SMP,Negeri,565,29,10,30,900,1390,93,5277271,119741826
7637,SMP NEGERI 3 BONTONOMPO SELATANSATAP SALAJO,SMP,Negeri,22,9,1,5,2200,716,87,5282321,119743157
7638,SMP NEGERI 1 BONTOLEMPANGAN,SMP,Negeri,191,13,1,13,5500,2082,84,529536,119742483
7639,SMP NEGERI 2 BONTOLEMPANGAN,SMP,Negeri,78,8,3,8,1300,3051,93,5292517,119747001
7640,SMP NEGERI 3 BONTOLEMPANGANG,SMP,Negeri,91,9,4,8,2200,2089,74,5279113,119745104
7641,SMP NEGERI 4 BONTOLEMPANGANGSATAP MALENGU,SMP,Negeri,34,8,2,3,3500,1252,71,5294641,119752079
7642,SMP NEGERI 5 BONTOLEMPANGANGSATAP BALIANGAN,SMP,Negeri,33,7,2,1,5500,4201,78,5296179,119738049
7643,SMP ISLAM NURUL AS ADIYAH,SMP,Swasta,75,7,1,3,900,2332,84,527819,119741105
7644,SMP YASPIB BORONGBULO,SMP,Swasta,22,8,2,1,5500,1712,88,5281666,11974574
7645,SMP NEGERI 1 PARANGLOE,SMP,Negeri,372,25,7,20,3500,1235,78,529078,11974434
7646,SMP NEGERI 2 PARANGLOE,SMP,Negeri,149,11,4,9,1300,976,73,5286102,119746373
7647,SMP NEGERI 3 SATAP PARANGLOE,SMP,Negeri,83,7,0,6,900,3146,73,5292225,119749216
7648,SMP NEGERI 4 PARANGLOESATAP KASSI,SMP,Negeri,27,6,0,3,2200,3680,87,5293621,119738652
7649,SMP NEGERI 1 BUNGAYA,SMP,Negeri,148,12,5,11,2200,4619,78,5280579,119745041
7650,SMP NEGERI 2 BUNGAYA,SMP,Negeri,24,7,1,5,5500,1848,72,5285393,119749712
7651,SMP NEGERI 3 BUNGAYA/SATAP ULUJANGANG,SMP,Negeri,30,9,1,5,2200,2359,84,5287752,119742841
7652,SMP NEGERI 4 BUNGAYA,SMP,Negeri,36,6,5,15,2200,1015,84,5288387,119733037
7653,SMP Darul Fallaah,SMP,Swasta,88,5,2,7,3500,905,87,5673526,119728906
7654,SMP MUHAMMADIYAH BUAKKANG,SMP,Swasta,33,9,2,4,900,4969,84,5667745,119726435
7655,SMP NEGERI 1 PARIGI,SMP,Negeri,223,15,6,13,900,3300,71,5666611,119731206
7656,SMP NEGERI 2 PARIGI,SMP,Negeri,148,12,2,12,3500,912,81,5679078,119732494
7657,SMP NEGERI 3 PARIGISATAP RAULO,SMP,Negeri,59,8,1,5,2200,2374,71,5677516,119732372
7658,SMP NEGERI 4 SATAP PARIGI,SMP,Negeri,50,8,1,5,5500,3889,72,5668482,119727085
7659,SMP NEGERI 1 ENREKANG,SMP,Negeri,0,47,4,0,3500,1220,89,3552191,119769032
7660,SMP NEGERI 2 ENREKANG,SMP,Negeri,186,26,6,26,900,3784,87,3564844,119753628
7661,SMP NEGERI 4 ENREKANG,SMP,Negeri,286,22,3,15,5500,3041,77,3568178,119756868
7662,SMP NEGERI 6 ENREKANG,SMP,Negeri,135,15,2,16,2200,1457,79,3553613,119757195
7663,SMP NEGERI 7 ENREKANG,SMP,Negeri,134,19,7,10,900,3041,76,3563448,119770263
7664,SMPN SATU ATAP 8 ENREKANG,SMP,Negeri,106,15,3,7,5500,4266,82,3560387,119759791
7665,SMP PM DARUL FALAH ENREKANG,SMP,Swasta,231,14,3,13,1300,4283,75,3559855,119754665
7666,SMP N 7 SATAP MAIWA,SMP,Negeri,54,17,1,5,900,4673,73,3557329,119764307
7667,SMP NEGERI 1 MAIWA,SMP,Negeri,297,22,5,22,1300,2945,90,3565681,119761658
7668,SMP NEGERI 2 MAIWA,SMP,Negeri,134,13,6,10,900,4414,91,3548537,119764084
7669,SMP NEGERI 4 MAIWA,SMP,Negeri,79,12,4,10,3500,4200,73,3555178,119766451
7670,SMP NEGERI 5 MAIWA,SMP,Negeri,127,15,7,8,1300,2962,95,3555244,119758666
7671,SMPN 8 SATAP MAIWA,SMP,Negeri,53,12,3,5,900,4020,84,3555289,119761035
7672,SMPN 9 SATAP MAIWA,SMP,Negeri,93,14,2,9,5500,4419,74,3548677,119763624
7673,SMPS HAQQUL YAQIN,SMP,Swasta,105,11,1,8,900,4127,70,3563981,119769247
7674,SMPS PPM RAHMATUL ASRI,SMP,Swasta,214,15,3,14,900,1266,71,356458,119754856
7675,SMP NEGERI 1 BARAKA,SMP,Negeri,317,33,5,21,5500,2716,85,3548842,119753936
7676,SMP NEGERI 3 BARAKA,SMP,Negeri,39,14,4,9,1300,3250,75,3557081,119752603
7677,SMP NEGERI 4 BARAKA,SMP,Negeri,76,18,1,14,3500,4437,99,3559278,119762119
7678,SMPN SATAP 7 BARAKA,SMP,Negeri,42,20,1,6,2200,3192,92,3549659,119766903
7679,SMP ISLAM TERPADU,SMP,Swasta,190,26,0,15,2200,2431,77,3562538,11976973
7680,SMP NEGERI 1 ANGGERAJA,SMP,Negeri,576,48,8,29,2200,3829,96,3548398,119769675
7681,SMP NEGERI 3 ANGGERAJA,SMP,Negeri,160,17,4,15,3500,1587,96,3566936,119762768
7682,SMP NEGERI 4 ANGGERAJA,SMP,Negeri,71,15,2,11,2200,3289,75,355536,119755614
7683,SMP NEGERI 5 ANGGERAJA,SMP,Negeri,81,12,2,11,5500,1509,77,3552278,119758267
7684,SMP 45 UNGGULAN SOSSOK,SMP,Swasta,9,2,1,5,3500,3921,96,356811,11976259
7685,SMP NEGERI 2 BARAKA,SMP,Negeri,276,28,6,18,3500,4332,98,355647,119757323
7686,SMP NEGERI 5 SATU ATAP BARAKA,SMP,Negeri,128,16,3,8,3500,3963,78,3567878,119770368
7687,SMP NEGERI SATAP 8 BARAKA,SMP,Negeri,109,23,1,5,3500,939,87,3553135,119760767
7688,SMPN 6 SATAP BARAKA,SMP,Negeri,85,24,2,10,1300,694,98,3566366,119771621
7689,SMP NEGERI 4 ALLA,SMP,Negeri,308,32,6,20,2200,4399,98,355971,119756173
7690,SMP NEGERI 6 ALLA,SMP,Negeri,89,16,3,9,5500,2842,76,3568054,119760234
7691,SMP NEGERI 1 ALLA,SMP,Negeri,339,35,4,23,1300,1530,87,3559138,119769338
7692,SMP NEGERI 3 ALLA,SMP,Negeri,410,39,7,19,900,4293,81,3550789,119768183
7693,SMP Muhammadiyah Cece,SMP,Swasta,100,7,1,2,5500,2089,84,3557381,119753667
7694,SMP NEGERI 3 ENREKANG,SMP,Negeri,126,20,4,16,5500,2336,78,3552305,11975876
7695,SMP NEGERI 5 ENREKANG,SMP,Negeri,242,24,5,13,2200,3421,91,3567567,119759396
7696,SMP NEGERI 2 ANGGERAJA,SMP,Negeri,203,22,4,22,3500,1495,83,3558644,119758504
7697,SMP NEGERI 6 ANGGERAJA,SMP,Negeri,67,13,7,6,900,3984,74,3564248,119767449
7698,SMPN 7 ANGGERAJA,SMP,Negeri,71,14,3,9,900,2155,91,3556835,119763869
7699,SMP NEGERI 3 MAIWA,SMP,Negeri,172,18,4,12,1300,2592,88,3555169,119765064
7700,SMP NEGERI 6 SATU ATAP MAIWA,SMP,Negeri,39,16,3,7,5500,3860,73,355675,119763962
7701,SMP NEGERI 7 ALLA,SMP,Negeri,398,38,5,19,2200,2925,85,3567718,119762082
7702,SMPN 8 SATAP ALLA,SMP,Negeri,142,17,1,9,2200,3210,90,3563125,119761281
7703,SMP NEGERI 2 ALLA,SMP,Negeri,226,27,3,20,5500,4067,76,3560779,11975916
7704,SMP NEGERI 5 ALLA,SMP,Negeri,167,22,3,14,5500,3251,75,3567759,119765435
7705,SMP NEGERI 4 BULUKUMBA,SMP,Negeri,515,36,8,29,3500,3939,84,5561297,120181433
7706,SMP NEGERI 48 BULUKUMBA,SMP,Negeri,67,13,7,8,2200,3194,82,5548552,120196848
7707,SMP NEGERI 5 BULUKUMBA,SMP,Negeri,157,16,6,18,900,4203,87,5558162,12019918
7708,SMP NEGERI 6 BULUKUMBA,SMP,Negeri,154,20,4,15,5500,587,78,5552552,120193261
7709,SMP NEGERI 7 BULUKUMBA,SMP,Negeri,122,18,5,15,900,2868,96,5552023,120199355
7710,SMP NEGERI 8 BULUKUMBA,SMP,Negeri,166,19,5,10,1300,2755,77,5563361,120186219
7711,SMP NEGERI 9 BULUKUMBA,SMP,Negeri,372,25,6,17,5500,1974,75,5546666,120196084
7712,SMP NEGERI SATAP 14 BULUKUMBA,SMP,Negeri,67,13,4,5,5500,2892,80,555831,120193311
7713,SMP NEGERI SATAP 15 BULUKUMBA,SMP,Negeri,26,7,4,4,1300,2613,82,5550931,12019717
7714,SMP NEGERI 14 BULUKUMBA,SMP,Negeri,393,22,11,27,900,3030,71,5547786,12020021
7715,SMP NEGERI 15 BULUKUMBA,SMP,Negeri,138,12,7,12,3500,4328,78,5557684,120183941
7716,SMP NEGERI 16 BULUKUMBA,SMP,Negeri,242,22,8,20,900,1979,85,5554001,120201071
7717,SMP NEGERI 17 BULUKUMBA,SMP,Negeri,230,19,4,14,3500,4816,79,5551714,120195873
7718,SMP NEGERI 18 BULUKUMBA,SMP,Negeri,128,15,6,15,2200,2715,81,5546362,120196131
7719,SMP NEGERI 44 BULUKUMBA,SMP,Negeri,149,15,5,10,3500,3166,74,5557263,120184501
7720,SMP NEGERI 47 BULUKUMBA,SMP,Negeri,49,9,3,9,1300,1010,92,5556395,120183527
7721,SMPN SATAP 18 BULUKUMBA,SMP,Negeri,99,12,3,4,3500,1104,74,55547,120190098
7722,SMP ISLAM AL QALAM,SMP,Swasta,38,4,1,3,3500,4353,96,5548527,120183535
7723,SMP NEGERI 1 BULUKUMBA,SMP,Negeri,981,53,16,38,2200,3338,82,5555773,120187058
7724,SMP NEGERI 2 BULUKUMBA,SMP,Negeri,712,45,13,28,1300,1425,76,5560485,120192928
7725,SMP NEGERI 3 BULUKUMBA,SMP,Negeri,137,13,5,11,3500,3884,97,5548683,120184794
7726,SMP AL GAZALI,SMP,Swasta,36,9,3,5,2200,2486,96,5564224,120191228
7727,SMP MUHAMMADIYAH BULUKUMBA,SMP,Swasta,42,9,1,6,2200,511,73,5550294,120198956
7728,SMP NEGERI 10 BULUKUMBA,SMP,Negeri,537,34,6,25,5500,3010,78,5564185,1201836
7729,SMP NEGERI 11 BULUKUMBA,SMP,Negeri,194,14,6,14,1300,2122,92,554826,120182426
7730,SMP NEGERI 12 BULUKUMBA,SMP,Negeri,262,17,7,15,3500,4803,94,5551496,120197419
7731,SMP NEGERI 13 BULUKUMBA,SMP,Negeri,92,13,4,9,1300,1293,76,5545014,120188294
7732,SMP NEGERI SATAP 8 BULUKUMBA,SMP,Negeri,65,10,3,7,900,933,85,555618,120199657
7733,SMP INTEGRAL AL HIKMAH,SMP,Swasta,53,4,3,3,900,521,86,5549008,120196859
7734,SMP NEGERI 24 BULUKUMBA,SMP,Negeri,299,24,6,17,900,2308,71,5561528,120193894
7735,SMP NEGERI 25 BULUKUMBA,SMP,Negeri,235,20,6,17,3500,736,84,5561119,120183707
7736,SMP NEGERI 26 HERLANG,SMP,Negeri,160,13,5,12,900,3484,83,55637,120192643
7737,SMP NEGERI 27 BULUKUMBA,SMP,Negeri,86,10,5,9,3500,4789,84,5554594,120189382
7738,SMP NEGERI 28 BULUKUMBA,SMP,Negeri,168,22,10,13,900,3495,97,5560507,120195813
7739,SMP NEGERI SATAP 1 BULUKUMBA,SMP,Negeri,69,9,3,5,900,4355,99,5558559,120196974
7740,SMPN 46 BULUKUMBA,SMP,Negeri,64,13,2,7,5500,987,71,5545444,120186659
7741,SMP NEGERI 19 BULUKUMBA,SMP,Negeri,374,27,9,18,3500,3687,96,5550956,120191917
7742,SMP NEGERI 20 BULUKUMBA,SMP,Negeri,578,37,8,27,2200,3309,96,5545659,120186404
7743,SMP NEGERI 21 BULUKUMBA,SMP,Negeri,247,20,8,14,3500,1981,81,554707,120183255
7744,SMP NEGERI 22 BULUKUMBA,SMP,Negeri,113,14,4,9,5500,2518,77,5552221,120181843
7745,SMP NEGERI 23 BULUKUMBA,SMP,Negeri,104,10,7,7,1300,2897,95,5562495,12018505
7746,SMP NEGERI 43 BULUKUMBA,SMP,Negeri,157,16,4,9,5500,1160,72,5545318,120196933
7747,SMP NEGERI SATAP 3 BULUKUMBA,SMP,Negeri,59,10,1,6,5500,2862,75,5546185,120194205
7748,SMP NEGERI SATAP 4 BULUKUMBA,SMP,Negeri,39,7,2,5,900,797,79,554742,12019163
7749,SMP NEGERI SATAP 5 BULUKUMBA,SMP,Negeri,57,8,4,4,2200,3922,97,5557604,120183994
7750,SMP NEGERI 29 BULUKUMBA,SMP,Negeri,171,18,7,14,3500,4702,89,5546954,120199938
7751,SMP NEGERI 30 BULUKUMBA,SMP,Negeri,205,15,14,15,2200,4795,70,556434,120188918
7752,SMP NEGERI 31 BULUKUMBA,SMP,Negeri,175,14,7,12,900,4465,88,5550895,120188568
7753,SMP NEGERI SATAP 2 BULUKUMBA,SMP,Negeri,34,10,3,5,1300,3217,82,5555424,120181805
7754,SMP NEGERI 36 BULUKUMBA,SMP,Negeri,43,11,3,12,2200,1664,83,5547618,120186386
7755,SMP NEGERI 37 BULUKUMBA,SMP,Negeri,140,12,5,13,2200,1899,91,5559855,120182297
7756,SMP NEGERI 38 BULUKUMBA,SMP,Negeri,72,7,3,8,3500,625,74,5556358,120195011
7757,SMP NEGERI SATAP 10 BULUKUMBA,SMP,Negeri,27,7,2,4,2200,2357,78,5559525,120201166
7758,SMP NEGERI SATAP 11 BULUKUMBA,SMP,Negeri,44,11,4,3,900,1677,78,5550016,120200307
7759,SMP NEGERI SATAP 12 BULUKUMBA,SMP,Negeri,18,10,1,5,2200,1676,84,555837,120184134
7760,SMP NEGERI SATAP 13 BULUKUMBA,SMP,Negeri,55,12,3,4,2200,2682,76,5554366,120182655
7761,SMP NEGERI SATAP 9 BULUKUMBA,SMP,Negeri,65,12,2,7,3500,2979,96,5546968,120193879
7762,SMP ALIRSYAD,SMP,Swasta,35,7,2,6,5500,1741,93,555881,120198429
7763,SMP NEGERI 39 BULUKUMBA,SMP,Negeri,422,31,9,23,2200,2080,74,5563277,120182891
7764,SMP NEGERI 40 BULUKUMBA,SMP,Negeri,630,45,13,24,5500,2357,86,5546124,120196467
7765,SMP NEGERI 41 BULUKUMBA,SMP,Negeri,223,19,5,12,900,3936,74,5564507,120191127
7766,SMP NEGERI 42 BULUKUMBA,SMP,Negeri,106,14,6,10,3500,2257,76,5550172,120182742
7767,SMPS AS SALAM JONJORO,SMP,Swasta,77,7,2,6,3500,4614,94,5551509,120182175
7768,SMP NEGERI 32 BULUKUMBA,SMP,Negeri,564,37,8,28,3500,3577,96,5547281,120188328
7769,SMP NEGERI 33 BULUKUMBA,SMP,Negeri,219,19,4,16,3500,2028,98,5558154,120184062
7770,SMP NEGERI 34 BULUKUMBA,SMP,Negeri,243,16,6,16,3500,4445,77,5563042,120199855
7771,SMP NEGERI 35 BULUKUMBA,SMP,Negeri,124,12,4,9,1300,2093,97,5560633,120198957
7772,SMP NEGERI SATAP 6 BULUKUMBA,SMP,Negeri,23,9,1,5,900,702,91,5554077,120197705
7773,SMP NEGERI SATAP 7 BULUKUMBA,SMP,Negeri,39,8,3,6,1300,2320,97,5546949,120182933
7774,SMP NEGERI 1 WATAMPONE,SMP,Negeri,882,46,7,38,900,3904,89,4554925,120228467
7775,SMP NEGERI 2 WATAMPONE,SMP,Negeri,318,26,4,36,1300,4912,94,4548811,120225209
7776,SMP NEGERI 4 WATAMPONE,SMP,Negeri,696,40,9,37,1300,3527,89,4543172,120216653
7777,SMP NEGERI 6 WATAMPONE,SMP,Negeri,547,41,7,27,3500,2411,83,454708,120212354
7778,SMP ISLAM DARUSSALAM BONE,SMP,Swasta,0,0,0,0,1300,1172,78,4547282,120215408
7779,SMP ISLAM TERPADU TEKNOLOGI,SMP,Swasta,166,11,3,9,5500,1753,79,4551175,120228577
7780,SMP KALAM KUDUS WATAMPONE,SMP,Swasta,37,7,2,12,900,4360,82,4544989,120218844
7781,SMP NEGERI 1 KAHU,SMP,Negeri,488,38,11,25,1300,4888,82,45396,120217645
7782,SMP NEGERI 2 KAHU,SMP,Negeri,144,11,6,11,900,1174,94,4537083,120213355
7783,SMP NEGERI 3 KAHU,SMP,Negeri,299,22,8,18,900,1333,76,4542488,120226477
7784,SMP NEGERI 4 KAHU,SMP,Negeri,182,14,7,12,900,3407,88,4546682,120228357
7785,SMP ISLAM ALMANAR SANREGO,SMP,Swasta,0,0,0,0,1300,2182,95,4541205,12022955
7786,SMP NEGERI 1 DUA BOCCOE,SMP,Negeri,180,14,8,16,5500,2320,80,4548668,120218969
7787,SMP NEGERI 2 DUA BOCCOE,SMP,Negeri,121,11,5,8,5500,1222,74,4543546,120218084
7788,SMP NEGERI 3 DUA BOCCOE,SMP,Negeri,140,11,8,9,1300,2334,84,4543477,120229964
7789,SMPS TANRA TELLUE,SMP,Swasta,93,6,4,4,5500,1679,71,454392,120229574
7790,SMP NEGERI 1 TELLU SIATTINGE,SMP,Negeri,400,26,7,20,1300,3729,70,4537754,120220582
7791,SMP NEGERI 2 TELLU SIATTINGE,SMP,Negeri,272,18,8,17,5500,3556,73,4544053,12021849
7792,SMP NEGERI 3 TELLU SIATTINGE,SMP,Negeri,343,21,5,17,3500,2872,93,455165,120225079
7793,SMP NEGERI 4 TELLU SIATTINGE,SMP,Negeri,122,12,3,9,900,1001,89,4552733,120225868
7794,SMP NEGERI 1 MARE,SMP,Negeri,475,32,7,18,1300,4959,93,4545425,120226997
7795,SMP NEGERI 2 MARE,SMP,Negeri,144,14,5,12,2200,3071,92,4547598,120217423
7796,SMP NEGERI 3 MARE,SMP,Negeri,142,14,3,13,2200,4367,85,4538115,120215187
7797,SMP NEGERI 4 MARE,SMP,Negeri,120,13,6,11,5500,1067,98,4544197,120211822
7798,SMPN SATAP 5 MARE,SMP,Negeri,84,10,2,7,5500,1010,93,4552868,120211624
7799,SMP NEGERI 1 KAJUARA,SMP,Negeri,561,38,11,25,3500,2035,77,4541027,120229132
7800,SMP NEGERI 2 KAJUARA,SMP,Negeri,280,23,7,17,1300,4365,73,4548864,12022328
7801,SMPN SATAP 3 KAJUARA,SMP,Negeri,107,11,5,5,1300,779,75,4542597,120226731
7802,SMPN SATAP 4 KAJUARA,SMP,Negeri,105,13,3,6,900,3337,72,455531,120211771
7803,SMP NEGERI 1 SIBULUE,SMP,Negeri,235,15,7,14,3500,2453,87,4554256,120225179
7804,SMP NEGERI 2 SIBULUE,SMP,Negeri,239,17,4,12,5500,1192,77,4547194,120226949
7805,SMP NEGERI 3 SIBULUE,SMP,Negeri,120,15,6,9,5500,2015,86,4550959,120222999
7806,SMP NEGERI 4 SIBULUE,SMP,Negeri,176,18,5,11,5500,3986,78,4550434,120230346
7807,SMPN SATAP 5 SIBULUE,SMP,Negeri,47,8,3,3,2200,2922,77,4546961,120226202
7808,SMPN SATAP 6 SIBULUE,SMP,Negeri,73,14,3,6,5500,2185,97,455265,120228497
7809,SMP NEGERI 1 BAREBBO,SMP,Negeri,351,25,9,25,900,4582,95,4552766,120226197
7810,SMP NEGERI 2 BAREBBO,SMP,Negeri,306,26,7,15,1300,3399,80,4549406,120219243
7811,SMP NEGERI SATAP 3 BAREBBO,SMP,Negeri,165,16,7,9,1300,3402,74,453951,1202183
7812,SMPN 4 BAREBBO,SMP,Negeri,128,13,5,11,900,2664,79,4546923,120217885
7813,SMP NEGERI 1 AWANGPONE,SMP,Negeri,297,20,8,15,2200,2110,98,4554372,120211898
7814,SMP NEGERI 2 AWANGPONE,SMP,Negeri,183,18,5,14,2200,1906,99,4541597,120212295
7815,SMP NEGERI 3 AWANGPONE,SMP,Negeri,292,17,6,14,2200,1831,98,4549761,120218416
7816,SMP NEGERI 4 AWANGPONE,SMP,Negeri,212,15,3,12,900,1178,83,4537767,120228701
7817,SMP ALARAF BONE,SMP,Swasta,29,6,3,3,3500,934,73,4538405,120223251
7818,SMP NEGERI 5 WATAMPONE,SMP,Negeri,78,10,3,7,900,2809,90,454476,120216721
7819,SMP NEGERI 8 WATAMPONE,SMP,Negeri,197,18,5,13,900,2312,97,4543975,120222859
7820,SMPN 9 WATAMPONE,SMP,Negeri,176,14,4,14,5500,2244,96,4542885,120224185
7821,SMP DAKWAH TAUHID ISLAMIC BOARDING SCHOOL,SMP,Swasta,23,3,1,1,900,3355,77,4544697,120224823
7822,SMP ISLAM ASSHIDDIQ BONE,SMP,Swasta,60,6,1,3,1300,3741,84,454668,120216212
7823,SMP ISLAM MODERN ALFALAH,SMP,Swasta,12,6,1,3,3500,1001,80,4544738,120224587
7824,SMP PGRI WATAMPONE,SMP,Swasta,9,0,0,3,1300,1396,87,4551461,120223249
7825,SMP NEGERI 3 WATAMPONE,SMP,Negeri,450,34,6,27,1300,1917,74,4555412,120211467
7826,SMP NEGERI 7 WATAMPONE,SMP,Negeri,623,37,5,28,2200,3926,78,4554068,120226068
7827,SMP AL BARKAH BONE,SMP,Swasta,137,7,2,6,3500,1162,71,455401,120220471
7828,SMP AMIR ISLAM PANYULA,SMP,Swasta,181,12,3,13,900,1978,73,4539327,120214262
7829,SMP ISLAM BANI HUZAIFAH,SMP,Swasta,0,1,0,0,2200,3451,95,4545254,120228595
7830,SMPS ISLAM ATHIRAH,SMP,Swasta,210,17,3,12,1300,4431,94,4554699,120212569
7831,SMP NEGERI 1 LIBURENG,SMP,Negeri,193,14,5,16,900,3273,88,4549607,120220214
7832,SMP NEGERI 2 LIBURENG,SMP,Negeri,118,12,6,9,3500,991,96,4550487,120222063
7833,SMP NEGERI 3 LIBURENG,SMP,Negeri,146,12,4,14,2200,670,90,4541576,120214254
7834,SMP NEGERI 4 LIBURENG,SMP,Negeri,105,12,5,11,1300,1231,91,4549952,120228044
7835,SMPN SATAP 5 LIBURENG,SMP,Negeri,33,7,1,6,3500,2654,89,4555912,120222709
7836,SMPN SATAP 6 LIBURENG,SMP,Negeri,94,7,3,3,5500,1838,75,4540346,120211813
7837,SMPN SATAP 7 LIBURENG,SMP,Negeri,0,8,3,0,5500,4481,95,4538513,120223603
7838,SMPN SATAP 8 LIBURENG,SMP,Negeri,36,8,3,4,1300,1470,94,4542973,120218037
7839,SMP NEGERI 1 CINA,SMP,Negeri,227,19,6,20,2200,4206,75,4547308,120211578
7840,SMP NEGERI 2 CINA,SMP,Negeri,323,26,9,18,900,2760,90,4552158,120219581
7841,SMP NEGERI 4 CINA,SMP,Negeri,158,12,4,11,2200,4684,77,4555774,120229896
7842,SMP NEGERI SATU ATAP 3 CINA,SMP,Negeri,113,13,5,9,2200,3400,92,453708,120226594
7843,SMP NEGERI 1 CENRANA,SMP,Negeri,295,19,6,19,5500,1492,95,4551678,120217918
7844,SMP NEGERI 2 CENRANA,SMP,Negeri,97,12,1,8,900,3509,75,453997,120228689
7845,SMP NEGERI 4 CENRANA,SMP,Negeri,84,9,3,8,5500,1971,94,4546215,120222846
7846,SMP NEGERI SATU ATAP 3 CENRANA,SMP,Negeri,146,11,5,11,2200,2395,97,4548206,120227433
7847,SMP NEGERI 1 AJANGALE,SMP,Negeri,160,16,7,17,3500,4129,89,4552428,120223494
7848,SMP NEGERI 2 AJANGALE,SMP,Negeri,193,16,4,12,900,3394,92,4552923,120217971
7849,SMP NEGERI 4 AJANGALE,SMP,Negeri,110,12,2,10,1300,4667,96,4536818,120212429
7850,SMP NEGERI 5 AJANGALE,SMP,Negeri,108,10,2,12,3500,2329,100,4556375,120229276
7851,SMP NEGERI 6 AJANGALE,SMP,Negeri,49,9,1,4,1300,3839,79,4547612,120212961
7852,SMP NEGERI 1 AMALI,SMP,Negeri,158,14,6,15,900,4163,94,4545128,120213295
7853,SMP NEGERI 2 AMALI,SMP,Negeri,119,12,4,12,5500,1014,78,4539801,120214239
7854,SMP NEGERI 3 AJANGALE,SMP,Negeri,71,9,3,14,900,3126,76,4547615,120217663
7855,SMP AL ISLAM BENTENG TELLUE,SMP,Swasta,30,7,4,5,5500,1860,77,4552064,120215361
7856,SMP AL ISLAM WELLULANG,SMP,Swasta,123,8,5,8,2200,4794,91,4536952,120228979
7857,SMP NEGERI 1 ULAWENG,SMP,Negeri,517,31,8,20,5500,4686,70,4538396,120217169
7858,SMP NEGERI 2 ULAWENG,SMP,Negeri,119,9,4,9,1300,1352,99,4546228,120212578
7859,SMP NEGERI 3 ULAWENG,SMP,Negeri,217,16,5,10,2200,2134,73,4544105,120222841
7860,SMP NEGERI 1 PONRE,SMP,Negeri,58,10,2,10,1300,2626,76,4550893,12022324
7861,SMP NEGERI 2 PONRE,SMP,Negeri,149,10,7,9,1300,4257,79,4551853,120229649
7862,SMPN SATAP 3 PONRE,SMP,Negeri,38,10,1,4,5500,2351,91,4540036,12021198
7863,SMPN SATAP 4 PONRE,SMP,Negeri,29,10,2,3,3500,3112,73,4552119,120213461
7864,SMPN SATAP 5 PONRE,SMP,Negeri,31,9,4,4,2200,1534,77,4542512,120217509
7865,SMPN SATAP 6 PONRE,SMP,Negeri,42,8,0,5,1300,4309,75,4544656,120226765
7866,SMP NEGERI 1 BONTOCANI,SMP,Negeri,145,10,3,13,1300,3625,82,4553934,120212707
7867,SMP NEGERI 2 BONTOCANI,SMP,Negeri,143,12,4,7,5500,4568,78,4550919,120230062
7868,SMP NEGERI 4 BONTOCANI,SMP,Negeri,74,10,2,7,2200,1944,82,4552035,120225661
7869,SMPN SATAP 3 BONTOCANI,SMP,Negeri,77,11,5,10,3500,3644,77,4547159,120215003
7870,SMPN SATAP 5 BONTOCANI,SMP,Negeri,65,8,2,9,2200,1264,79,4549797,120213785
7871,SMPN SATAP 6 BONTOCANI,SMP,Negeri,34,9,4,5,3500,2140,94,4553743,120229927
7872,SMP NEGERI 1 PALAKKA,SMP,Negeri,177,16,6,13,3500,2935,81,4541693,120212186
7873,SMP NEGERI 2 PALAKKA,SMP,Negeri,113,11,4,11,1300,3975,96,4553192,120213424
